file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1,Comment
96,2.1616446903708426,2.161658934505631,2.1616731786404197,-3.0545878885330215,-3.054669358290119,-3.0547508280472164,Check!!!
97,3.5409861066707715,-1.1660438366740453,-5.873073780018862,0.6604874326789085,-4.294314297295801,-9.24911602727051,
98,7.415863118239657,3.3326746833781344,-0.7505137514833882,-5.282707105076182,-10.056073232274988,-14.829439359473795,Check!!!
99,10.752656750703641,7.928689999600994,5.104723248498347,-13.232198788154342,-17.351981804718008,-21.471764821281674,
100,11.86954219134437,10.474195541562741,9.078848891781112,-20.978158458687293,-24.021541831959738,-27.064925205232182,
101,10.391168846292176,10.681136531951587,10.971104217610998,-27.509631389639264,-29.26418017575494,-31.018728961870618,
102,9.82887954272342,8.565729647142685,7.302579751561949,-32.31707822115551,-31.901019765889032,-31.48496131062255,
103,6.499023984517516,4.167177570997603,1.8353311574776896,-30.93419345875838,-31.80825621997095,-32.68231898118352,
104,1.0050614051516091,-2.011702638435564,-5.028466682022737,-26.801610300587058,-28.817834839177312,-30.834059377767566,
105,-5.880553311315397,-9.074350903446106,-12.268148495576815,-21.173752268778514,-23.984605416588835,-26.795458564399155,
106,-13.183304028432167,-14.585301150791409,-15.987298273150651,-17.69077447123389,-19.28281222053669,-20.87484996983949,Check!!!
107,-19.810106628627004,-21.92143041961883,-24.032754210610655,-8.268257997051958,-11.363795111676373,-14.459332226300788,
108,-25.041733476835304,-25.961241079234686,-26.880748681634067,-2.7779874724158176,-5.293602363308264,-7.809217254200711,
109,-28.57438200085396,-28.167791395001785,-27.761200789149612,1.4612432797339199,-0.01391349957473698,-1.4890702788833938,
110,-26.298978612368558,-27.99580167081356,-29.69262472925856,3.709661146540039,4.068950889886089,4.42824063323214,
111,-22.58287112470957,-25.633341040614585,-28.6838109565196,5.6648961760885035,6.61659856510043,7.568300954112357,
112,-17.406751919724098,-21.504956337090903,-25.603160754457708,9.752668800789529,7.374560183558595,4.996451566327661,
113,-11.223717353304137,-15.98681744416369,-20.749917535023243,2.710993501042369,6.1919405226012305,9.672887544160092,
114,-14.698091673594723,-9.708419127302735,-4.7187465810107465,7.038660940095157,2.7426049428058374,-1.553451054483482,
115,-7.490389139019465,-7.490375716757411,-7.490362294495357,-2.763146791718705,-2.7631742112312963,-2.7632016307438874,Check!!!
116,6.671167206272678,2.8190688465226525,-1.0330295132273721,-5.183397765654597,-9.68970591249969,-14.196014059344783,
