file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
144,-3.4398364302775497,-0.9585411915781946,0.26412683511743673,-8.31120778567839,-6.824186482328486,-4.966249593823692,Check!!!
145,-6.4155163361365855,-4.553796839258544,-2.357396281256869,-7.404881954663511,-5.591118723930517,-3.3719254115353143,
146,-5.059812601622189,-4.601465675024324,-4.002922578600496,-8.132725703512376,-7.5599351728182285,-6.7626794649436945,
147,-6.760646287156484,-5.774421102373315,-4.579981008443608,-10.220740823701608,-9.338425303581111,-8.143800263104781,
148,-13.634522377236813,-11.562172085887296,-8.978912507210019,-10.860816865204855,-8.97821675420558,-6.547073311040937,Check!!!
149,-12.060982174431636,-11.22760063512662,-10.242917123099996,-17.299495802453077,-14.987712709686363,-14.19066072531023,Check!!!
150,-18.98513411047746,-16.620243097581067,-15.700502713857558,-23.23984597374055,-22.114494642613522,-19.95646266289946,Check!!!
151,-28.152998368601956,-26.658521743035777,-25.234582039864254,-23.725294842061768,-22.394117939058845,-21.106389986340655,Check!!!
152,-28.93569887128159,-27.46158577593897,-26.775526217996386,-31.439345853866957,-30.891700976998205,-29.52070104110753,Check!!!
153,-32.46943477384521,-31.475286496673032,-30.559298669323898,-30.10189133180475,-29.660369933699513,-28.95949799062977,
154,-27.987735322218207,-27.03059644057088,-25.77058007216101,-31.847309563834678,-31.449266515047324,-30.634662534503505,
155,-24.578935858364922,-21.97162995816914,-18.98754701158805,-29.680132867885693,-27.837829764556833,-25.38739522226045,
156,-20.08192891482612,-15.980431578138651,-11.240297039772761,-24.908507099960172,-21.302622610752604,-17.456561951778944,Check!!!
157,-9.949791242313626,-8.62420917686882,-4.581166227456177,-18.331945475605313,-13.755427049585219,-15.38044776169615,Check!!!
158,-12.26059954263036,-6.223046068096913,-0.0883834800480931,-13.26554801074956,-7.326202044464501,-1.309212343239779,Check!!!
159,-8.823040210958503,-2.943894011475321,3.16012434017098,-10.737918518929652,-4.3972575254733535,1.9085895924812308,Check!!!
160,-1.0944154285567516,2.2931853439292986,4.6983147871043345,-9.90785507428738,-6.843520049819866,-3.8954679501103144,Check!!!
161,-7.27142894109605,-1.9569432805715763,3.1454433433820252,-9.045718136595026,-3.8540454285423156,1.6142022884895433,Check!!!
162,-7.166294565717896,-3.5672068823357326,0.2767969597538786,-8.074460054403941,-4.489707803772826,-0.5409389564669629,Check!!!
163,-8.601139970526441,-6.645757893505662,-4.2825692477708825,-5.607352829795882,-3.7765714097262895,-1.4251281953556993,
164,-9.116972587262532,-8.472627164434758,-7.787695761910682,-4.333431409553856,-3.8699800301858542,-3.243927465571804,
165,-10.665199589771056,-10.00474564692177,-8.937920394535825,-6.124385516386358,-5.067436581727074,-3.955785508791697,
166,-13.783217646163608,-11.605918727262969,-9.31527526052861,-10.588304056398817,-8.498243675953344,-6.102280321839631,
167,-17.053576449577744,-14.138181267623343,-10.745000962055432,-17.054943175819155,-13.836237974198388,-10.723087900975328,Check!!!
168,-22.925296375886088,-19.80486549470354,-16.324286146944775,-22.020108655670825,-18.682922735762492,-15.39761311895407,
169,-28.09275806925068,-25.241545681806546,-22.3943502003847,-26.605129143945938,-23.524773844586278,-20.67600572524859,
170,-30.78845691000475,-28.89192889948267,-26.81068953447901,-30.431846494477085,-28.361044170596717,-26.159869710189607,Check!!!
171,-29.368045401082192,-28.99494854267246,-28.34861405107058,-32.11914530521896,-31.242138709274297,-30.067385507135064,
172,-26.953143220215896,-25.899718958379047,-24.663718706477198,-31.486599886842896,-31.088451789684346,-30.338700123981003,
173,-23.795814577843956,-21.054318820237793,-17.94945907606131,-29.492816321712873,-27.75914506724537,-25.36208143606147,Check!!!
174,-19.275060262165635,-14.98387105187147,-10.21693834616626,-24.765325897279777,-21.26227366987099,-17.48734267451021,Check!!!
175,-15.297903770779076,-9.596701237581858,-3.9828483049157963,-18.699930102334907,-13.994924117269694,-8.643272960619317,Check!!!
176,-11.988873300045599,-5.931516538998147,0.4033034958486533,-12.995650561497891,-6.970384765707053,-0.8898870438444509,Check!!!
177,-8.671660768541658,-2.477187153090963,3.872139850812813,-11.470836855584176,-4.689565482413511,2.2523245113770063,Check!!!
178,-6.022668092691273,-0.24857434003078407,5.308641691866913,-10.529835064611142,-4.684389817262426,1.5400188683382392,Check!!!
179,-6.041976534677532,-1.06475345842181,3.7412306849656463,-9.890123107747689,-4.997464369341084,0.2628044482714377,Check!!!
