file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1
96,-4.090754895829503,-0.2128847030855123,3.6649854896584784,-6.75818292109501,-2.8803127283510186,0.9975574643929721,Check!!!
97,-5.996943920897315,-1.1660499718757453,3.664843977145824,-9.125193083033135,-4.294299134011565,0.5365948150100044,
98,-1.0956032756111589,3.3326731668583265,7.760949609327811,-14.484337361074724,-10.056060918605239,-5.627784476135753,Check!!!
99,4.4568144950456,7.928688970083375,11.40056344512115,-20.823855514057843,-17.351981039020067,-13.880106563982292,
100,8.254821216774058,10.474202417020418,12.693583617266778,-26.2409112045854,-24.02153000433904,-21.80214880409268,
101,9.948932149197164,10.681172710339427,11.413413271481689,-29.996468704207906,-29.264228143065644,-28.53198758192338,
102,7.726147149746855,8.565787315770857,9.40542748179486,-32.74068411198656,-31.90104394596256,-31.06140377993856,
103,2.56426325921648,4.1671939109990985,5.770124562781717,-33.41124480378096,-31.808314151998342,-30.205383500215724,
104,-4.528202913401904,-2.0117134271524137,0.5047760590970758,-31.334357674274067,-28.817868188024576,-26.301378701775086,
105,-12.076657258558306,-9.074339582963612,-6.072021907368918,-26.98692602578636,-23.984608350191667,-20.982290674596975,
106,-16.08229414824028,-14.585329867156437,-13.088365586072594,-20.77983195879067,-19.28286767770683,-17.785903396622988,Check!!!
107,-7.011155184818163,-5.293591003359591,-3.576026821901019,-27.678761760927586,-25.96119757946901,-24.243633398010438,
108,-7.011155184818163,-5.293591003359591,-3.576026821901019,-27.678761760927586,-25.96119757946901,-24.243633398010438,
109,-0.9548061237060551,-0.01392005964458288,0.9269660044168894,-29.10870528924994,-28.167819225188467,-27.226933161126993,
110,3.400198666831737,4.068951818428879,4.73770497002602,-28.664566832960148,-27.995813681363007,-27.327060529765866,
111,5.567162804855185,6.616589063971394,7.666015323087603,-26.682753347772362,-25.633327088656152,-24.583900829539942,
112,4.1364006443373835,7.374554980615687,10.61270931689399,-24.74310881268168,-21.504954476403377,-18.266800140125074,
113,5.550831933109783,6.191912533050811,6.832993132991839,-16.627891184623643,-15.986810584682615,-15.345729984741588,
114,3.0894123593340077,2.7426041457750165,2.3957959322160254,-9.361615503108368,-9.708423716667358,-10.055231930226348,
115,-7.490430765596048,-7.490364399319471,-7.490298033042895,-2.7632379991446534,-2.7631716328680773,-2.7631052665915012,Check!!!
116,-1.3601099360826252,2.8190919879023992,6.998293911887424,-13.8688920613078,-9.689690137322776,-5.5104882133377515,
