file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
96,-7.271109235636757,-2.4531491598950312,2.5903541665977357,-8.257628192024073,-3.344989258110196,1.7019912440480558,Check!!!
97,-5.906291162031892,-1.1240251620903505,3.538798284922805,-9.188166601357434,-4.4719657746615535,0.7545796605674547,Check!!!
98,-0.6987200357815664,3.227115724333572,7.458685845741855,-14.79242896855123,-10.123393634364477,-5.246597066018962,Check!!!
99,5.15204026709902,7.784535471021577,10.79509260682612,-21.40789610496065,-17.479899679769893,-13.169141362243124,Check!!!
100,9.130207286912317,10.33696589376107,11.92610476802464,-26.99078767854951,-24.199000143539347,-20.905865396281083,Check!!!
101,10.848448637031176,10.848860084463343,10.313204694581016,-30.962736494073713,-29.484769910723934,-27.436926655189684,
102,7.354338023780774,8.436371674517263,9.893619012596083,-31.44442902738097,-31.953700695746285,-32.27888781503257,
103,1.8629968619388755,4.094187570087618,6.528167618923816,-32.586587468714384,-31.951638406518565,-30.837566851823485,
104,-5.0079544044046935,-2.0572126227067034,1.0256908684348287,-30.810459723817022,-28.88162607895719,-26.777257400798145,Check!!!
105,-12.26046856847174,-9.09231524642505,-5.872250457479921,-26.796598054336062,-23.982056867257107,-21.17479317819541,Check!!!
106,-16.079746926483264,-14.653111580404993,-13.194095958797234,-21.1837595390004,-18.967215439760547,-17.969769978279114,Check!!!
107,-24.00493146148418,-21.99852594652501,-19.785328558343124,-14.445518601531385,-11.39468134705494,-8.254402341502901,Check!!!
108,-26.86885118566443,-25.99186984470338,-25.02881621965865,-7.779211441085195,-5.363372092742335,-2.7460298797343734,Check!!!
109,-27.688202529668363,-28.280599373504444,-28.490961145658808,-1.4420859532933028,-0.16285296936971363,1.5177495316260183,
110,-29.635737150444882,-28.207791504306243,-26.22571095571554,4.390930874917755,4.1371338122246915,3.656157578321665,
111,-28.6041670585769,-25.80822230644734,-22.503047049458978,7.68091773648981,6.496667530580387,5.742400300746856,Check!!!
112,-25.54760744924544,-21.62125130842875,-17.34766637940452,5.066976043189569,7.167608054625336,9.821987872385412,Check!!!
113,-20.702786174193545,-16.088808306725802,-11.17415830550494,9.713477612511936,6.092590287006834,2.757952124279395,Check!!!
114,-4.6707312569623936,-9.797997339712603,-14.650893183213023,-1.53429448767742,2.7170428770891433,7.0502927837869445,Check!!!
115,-7.034042706424247,-2.5166973072494763,2.20730518060495,-7.991351558603137,-3.4466314230053636,1.315925333141958,Check!!!
116,-0.9718266819062001,2.690318555588991,6.721761032730998,-14.140007066620717,-9.810807433075796,-5.121884181622599,Check!!!
117,4.907428821846663,7.448823128799353,10.308571156463168,-21.03754496961222,-17.229903537606752,-13.20444851935908,Check!!!
118,9.249004516902676,10.351627301766055,11.830969199608685,-27.08097976805568,-24.408256509537722,-21.279735181560632,
119,11.01493267278365,11.014980345635424,10.413594984233864,-30.649168049718494,-29.263695271600827,-27.325796652242424,
120,7.572126051922169,8.722942571008568,10.179527756847175,-32.084935067426855,-31.711403386738326,-31.33958810472374,
121,2.1204021998303846,4.389736115928716,6.8305566090311896,-32.36452984154728,-31.54675265359152,-30.372510748727706,
122,-4.7931407802272945,-1.8010079814728448,1.2789134354943505,-30.560782309158967,-28.582775720240107,-26.39706508879359,Check!!!
123,-11.926003310868238,-8.770685313160298,-5.545412215246725,-26.54633594776239,-23.67488867629587,-20.8143860150048,Check!!!
124,-15.591432679646298,-14.340446699079978,-12.677326806288344,-21.000061441551782,-18.467392802154738,-17.734731352313002,Check!!!
125,-23.579580209746027,-21.586771213995476,-19.391112618260912,-14.370461608338099,-11.377890834435537,-8.260230355007458,Check!!!
126,-25.963612947764716,-25.089610549101458,-24.2764435597734,-7.790428500727941,-5.488488410857657,-2.8838841216671645,Check!!!
127,-27.674796211615103,-27.294771871980828,-26.701909159528174,-1.4756807844955244,-0.24715366014195833,1.2558026953024979,
128,-28.750448501421182,-27.22788107296722,-25.043375261587666,3.8668496426977654,3.8653842518300534,3.317337371706826,
129,-27.79608696772983,-24.740603806789565,-21.287436605547526,5.139498158562882,6.097881261264471,7.465693895180569,Check!!!
130,-24.787735782689342,-20.693911126340076,-16.264593747944787,4.6030755186776116,6.962035189128966,9.700006362634198,Check!!!
131,-9.9727866436175,-15.068155436089535,-19.93231921153073,2.032780856020782,5.632544486861569,9.505360292657201,Check!!!
132,-14.061840062814417,-8.98412989540968,-3.7133539166981997,7.019501547560183,2.4236105339288967,-2.0724580268494126,Check!!!
133,-7.295395847435696,-2.51416150772492,2.401834155930647,-8.240303286779678,-3.417072198531843,1.52181353778203,
