file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-17.420386127921162,-13.920989509362125,-10.421592890803087,8.075409704017536,11.574806322576574,15.074202941135612
113,13.18540170251891,17.6085395032761,22.031677304033288,13.9957604933359,18.41889829409309,22.84203609485028
114,-6.150175595245749,-2.468959989564825,1.212255616116098,-5.231589410570021,-1.5503738048890983,2.130841800791825
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-17.420386127921162,-13.920989509362125,-10.421592890803087,8.075409704017536,11.574806322576574,15.074202941135612
113,13.18540170251891,17.6085395032761,22.031677304033288,13.9957604933359,18.41889829409309,22.84203609485028
114,-6.150175595245749,-2.468959989564825,1.212255616116098,-5.231589410570021,-1.5503738048890983,2.130841800791825
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-17.420386127921162,-13.920989509362125,-10.421592890803087,8.075409704017536,11.574806322576574,15.074202941135612
113,13.18540170251891,17.6085395032761,22.031677304033288,13.9957604933359,18.41889829409309,22.84203609485028
114,-5.299743679947505,-1.77583990481181,1.7480638703238849,-12.965399288801272,-9.441495513665577,-5.917591738529882
