file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
299,-18.642193602929883,-15.299513788639613,-12.079564026934547,-19.63967521232401,-16.627719251859254,-13.229769500532063,Check!!!
301,-14.610331100406308,-14.609696025656111,-11.701815377561388,-11.166070402457407,-9.480676974535905,-7.841107036543408,Check!!!
302,-12.998426081056055,-9.898439851141543,-8.003748946078478,-9.325761889026309,-5.931023539244539,-4.178421912362916,Check!!!
303,-9.981755897759315,-8.023293191840803,-3.293661671268958,-9.283548740688635,-4.587345454184306,-2.0588659295996576,Check!!!
304,-6.400492849792065,-5.438017216682158,-4.729244800370117,-3.97343148945538,-3.337104954404765,-2.4738032955128046,
305,-2.633963366252389,-1.5532136217253811,0.12994969441379473,-6.38099934770737,-4.763071352592883,-3.546463160755626,Check!!!
306,0.9089797423420515,3.7742257791634586,6.124009323462778,-10.778152507762185,-8.17270661140448,-4.416197006234543,Check!!!
307,2.5975716505817537,6.169918356260593,9.892082621107207,-13.88476495053428,-9.57546370894012,-4.838347348738744,Check!!!
308,1.8989884920130358,6.056521031444009,10.687223500943468,-15.087046341768858,-9.750091809437453,-4.179939209552882,Check!!!
309,-9.744562077586162,-1.154322887292241,8.08537567872602,-8.27880841520202,-1.9015699599654343,3.5482359193077695,Check!!!
310,-11.923106527133484,-6.566754064525399,-1.4697944862276122,-13.486158252869304,-5.7026101923293435,2.596603664732885,Check!!!
311,-9.763499482650351,-5.237433129779493,-1.088849595711645,-17.0607326050176,-11.728346371244175,-6.3468178867345575,Check!!!
312,-16.577073138351473,-11.939918325523657,-3.31855710083761,-36.318302595889136,-17.1382034170514,-11.939924736750323,Check!!!
313,-13.500869494707072,-11.180128361467458,-8.416898928105626,-22.23371381831279,-21.48075027485606,-20.13170270050115,Check!!!
314,-16.37237699294246,-15.305016056311484,-14.21833896618946,-23.503681939590003,-24.125298094518485,-24.1253559605213,Check!!!
315,-25.707421293564085,-22.8556120685516,-19.93244080079381,-24.48422273191361,-20.334852369919012,-19.13370284170622,Check!!!
316,-23.87519593492549,-21.86283116381297,-19.59627538728554,-24.81518530492019,-22.603132454897075,-20.376181702428916,Check!!!
317,-23.937945981988303,-21.352774867513123,-18.435986226153844,-22.478338123740123,-19.46727440535653,-16.527731310342972,Check!!!
318,-19.122441378890713,-15.202548117641674,-12.176425900125261,-20.483692160754416,-17.164653305560797,-13.584992026645091,Check!!!
320,-15.256364591151282,-12.023372330635901,-9.0986107559634,-16.666001845729827,-13.676950840331887,-10.396268946589297,Check!!!
321,-11.274759611937036,-9.265364481286332,-7.620453416819169,-13.758948611501053,-9.469348048760859,-5.176261129590455,Check!!!
322,-5.713209908281617,-4.473625772470528,-3.1101321789364365,-9.864896861336767,-8.733602703355482,-7.225405730653567,Check!!!
323,-30.982594750763912,-17.200854798063418,-4.513146094236309,5205.417283694402,-4.512618951625973,110.44056736441739,Check!!!
324,-1.7745915197220807,-0.40107530565906907,0.7691104620885459,-7.436741498394427,-6.11697457593097,-4.264344679001783,Check!!!
325,1.9712530900076783,4.655292469789635,6.769493308532148,-12.145276821470596,-9.721484980978591,-5.908687722605342,Check!!!
326,3.665728431952318,7.002065358703363,10.215137972075077,-14.475862792374608,-10.249884839042956,-5.801160551054289,Check!!!
327,-15.606741917354512,-5.441934939073093,10.225725583675716,-15.606753890699471,-5.889646655818811,5.7893672489890715,Check!!!
328,-10.04913543773298,-3.7032099592395475,4.112721031973289,-15.234714856741045,-9.017718225445781,-0.34023136139926446,Check!!!
329,-6.210892541594279,-1.6439083707329616,3.101503644858514,-24.617199681817766,-13.30144928467364,-1.6443550160302278,Check!!!
330,-11.187326065629692,-6.292739021025988,-1.8371675240943433,-39.61717162170735,-25.972732998832274,-11.187295639138098,Check!!!
331,-11.975185907971385,-12.305859821322093,-16.628747913359497,-34.10217253381817,-16.628679138889876,-3.5747934432611,Check!!!
332,-19.449040967566294,-20.12081398153285,-20.99089664520274,-32.855149828372454,-26.190622996217762,-20.991086993861547,Check!!!
333,-23.293285099609957,-23.292947673966733,-23.29260777947897,-30.660477189125157,-22.66685079461931,-15.024655209618011,Check!!!
334,-23.48447435987655,-19.120883817068822,-18.190603388787768,-24.75521503745033,-21.704828134983092,-19.120884865015533,Check!!!
335,-23.59082953899449,-21.102783064773533,-18.499065521205498,-22.645464516633233,-21.10268313091289,-19.058153959865166,Check!!!
