file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1,Comment
261,-17.842806661244794,-17.842974289521617,-17.84314191779844,-7.089735445693476,-9.648362704902992,-12.206989964112507,Check!!!
262,18.614945108798267,3.003139234121342,-12.608666640555585,-12.167121668998597,-11.287649290316775,-10.408176911634953,Check!!!
263,-9.183024364595893,-12.397782423893256,-15.61254048319062,-9.147142186334895,-10.135413909770316,-11.123685633205737,Check!!!
264,23.99769830748018,6.1852019584799045,-11.627294390520373,-14.035456837985857,-12.625441052744682,-11.215425267503507,Check!!!
265,-19.53354107762475,-17.061520721680534,-14.589500365736317,-17.994562335014148,-15.515529086756379,-13.03649583849861,
266,27.952142628638054,4.59997192496336,-18.752198778711335,-22.336683107061372,-20.81413733345927,-19.29159155985717,Check!!!
267,41.89111913391159,10.209036133463671,-21.47304686698424,-22.46607974308795,-23.98076348326839,-25.49544722344883,Check!!!
268,-13.239302629677109,-20.06975657538985,-26.90021052110259,-21.18151126830262,-23.296251408881798,-25.410991549460974,Check!!!
269,-16.68230999948445,-17.899028431070874,-19.1157468626573,-21.186289840463065,-22.87197722385022,-24.557664607237374,
270,-12.78685757620011,-14.256448270305652,-15.726038964411195,-17.581953178585227,-19.18004584911972,-20.77813851965421,Check!!!
261,-17.84280147292492,-17.84298050779615,-17.84315954266738,-7.089760209316344,-9.648406399388037,-12.20705258945973,Check!!!
261,-17.842895553491086,-17.84300052582713,-17.843105498163172,-7.089853305481493,-9.648460811567665,-12.207068317653835,Check!!!
261,-17.842445863156332,-17.8429805231834,-17.843515183210467,-7.089768997506228,-9.648364562287263,-12.206960127068298,Check!!!
261,-17.842261973848778,-17.842935399554456,-17.843608825260134,-7.089695592473531,-9.648273433338195,-12.206851274202858,Check!!!
261,-9.31349249276972,-18.073730610676133,-26.833968728582548,-7.509650434049894,-12.664608900242621,-17.819567366435347,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,18.614945108798267,3.003139234121342,-12.608666640555585,-12.167121668998597,-11.287649290316775,-10.408176911634953,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417328627158922,-11.81937635730287,-13.221424087446819,-8.259903749185654,-10.97819268574994,-13.696481622314227,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-11.786207473615914,-12.855238145848585,-13.924268818081256,-8.66069519550051,-10.037017197909467,-11.413339200318424,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-11.786514266628487,-12.85526737600725,-13.924020485386013,-8.660617308764673,-10.036897627700727,-11.41317794663678,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-11.786514266628487,-12.85526737600725,-13.924020485386013,-8.660617308764673,-10.036897627700727,-11.41317794663678,Check!!!
263,-9.182659637490367,-12.397792865668789,-15.61292609384721,-9.147279642998623,-10.135506001059102,-11.123732359119582,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-9.18281210675727,-12.39784010080433,-15.612868094851391,-9.147252575803034,-10.135462944830643,-11.123673313858252,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-9.147278408771918,-10.135468882015111,-11.123659355258305,-9.182801326430832,-12.397849640103509,-15.612897953776185,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
