file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
181,-30.542546054182086,-28.999327537257898,-27.09927652356612,-29.576759462075525,-28.21275367162597,-26.73350224440946,
182,-33.58018383166636,-32.08808406520364,-30.433470838037803,-33.00518170832995,-31.629264801444055,-30.075545875783565,Check!!!
183,-32.58575996404408,-31.09663111366565,-29.378412788750573,-31.755175853903413,-30.448157068322484,-29.046028345333298,Check!!!
184,-26.94955596953276,-25.006656969479454,-24.009696591741722,-26.951171608833565,-25.99504436264845,-24.550959308484185,Check!!!
185,-19.29862447167975,-17.825324275433072,-16.95639820372252,-22.49238598773529,-20.279621273123432,-18.56411946590634,Check!!!
186,-12.738220082123641,-11.643230016523573,-10.524451209140027,-17.272635341067986,-14.728885889191158,-12.738018032880573,
187,-10.012342669720228,-8.278884664293033,-6.784620061946496,-14.616110690452354,-11.663959671450108,-9.081255183648915,Check!!!
188,-10.96203907933869,-9.220419675341747,-6.951868896256715,-14.731333459718917,-11.817118738899387,-8.355145050674835,Check!!!
189,-12.644875932827187,-10.355325312650695,-10.355180282161903,-16.712783317240447,-14.936762862821041,-13.616741617325966,
190,-15.436165283541778,-13.80078537682548,-12.376529947261316,-19.48663641143117,-19.197783659193924,-16.795996370435308,Check!!!
