file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1
96,-4.090754895829503,-0.2128847030855123,3.6649854896584784,-6.75818292109501,-2.8803127283510186,0.9975574643929721
97,-5.9969562691947065,-1.1660962913072423,3.6647636865802213,-9.125213695675072,-4.294353717787608,0.5365062600998556
98,-1.0956032756111589,3.3326731668583265,7.760949609327811,-14.484337361074724,-10.056060918605239,-5.627784476135753
99,4.456817805706027,7.928687845217997,11.400557884729967,-20.823852789656573,-17.351982750144604,-13.880112710632634
96,-6.586044395692513,-2.6505249725576445,1.2849944505772242,-4.821216962331425,-0.8856975391965566,3.049821883938312
97,-5.9969562691947065,-1.1660962913072423,3.6647636865802213,-9.125213695675072,-4.294353717787608,0.5365062600998556
98,-1.0956032756111589,3.3326731668583265,7.760949609327811,-14.484337361074724,-10.056060918605239,-5.627784476135753
99,4.456817805706027,7.928687845217997,11.400557884729967,-20.823852789656573,-17.351982750144604,-13.880112710632634
96,-4.821189944616239,-0.8856657679025407,3.0498584088111573,-6.5860450761022875,-2.65052089938859,1.2850032773251079
97,-5.9969562691947065,-1.1660962913072423,3.6647636865802213,-9.125213695675072,-4.294353717787608,0.5365062600998556
98,-1.0956032756111589,3.3326731668583265,7.760949609327811,-14.484337361074724,-10.056060918605239,-5.627784476135753
99,4.456817805706027,7.928687845217997,11.400557884729967,-20.823852789656573,-17.351982750144604,-13.880112710632634
