file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1,Comment
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
264,-10.883726497291159,-10.883747362211347,-10.883768227131535,-12.648384644828004,-14.2344645188065,-15.820544392784997,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
264,-9.727076302007887,-11.438187851594854,-13.149299401181821,-10.949678296211884,-13.68539056625498,-16.42110283629808,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
264,-10.949688968063109,-13.68537159312392,-16.421054218184732,-9.727451958173758,-11.438306345948691,-13.149160733723624,Check!!!
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
264,-10.949688968063109,-13.68537159312392,-16.421054218184732,-9.727451958173758,-11.438306345948691,-13.149160733723624,Check!!!
265,-16.877008948054634,-18.065715194875242,-19.25442144169585,-13.194626455926457,-14.406046874366673,-15.61746729280689,
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
264,-10.949688968063109,-13.68537159312392,-16.421054218184732,-9.727451958173758,-11.438306345948691,-13.149160733723624,Check!!!
265,-13.036532182115215,-15.515482687639883,-17.994433193164554,-14.589494205527608,-17.061429551598692,-19.533364897669777,
261,-17.842603920240254,-17.842952092018,-17.843300263795744,-7.089630714205952,-9.648296953244886,-12.206963192283819,Check!!!
262,-10.417222020048362,-11.819284102964907,-13.221346185881453,-8.259996266456962,-10.978275773383276,-13.696555280309589,Check!!!
263,-11.12390359932791,-10.13548817986678,-9.14707276040565,-9.182705064271124,-12.397813426458796,-15.612921788646469,Check!!!
264,-10.949688968063109,-13.68537159312392,-16.421054218184732,-9.727451958173758,-11.438306345948691,-13.149160733723624,Check!!!
265,-14.589636137133063,-17.06155260185995,-19.53346906658684,-13.036470412280538,-15.515442261412273,-17.994414110544007,
