file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
143,-6.383019321011169,-2.6744525924156104,1.0728732146503115,-8.391582639904463,-4.760531286246013,-0.6406583940842581,Check!!!
144,-3.3784797158074835,-0.9303866118091109,0.2653394672656724,-8.30552047610893,-6.783764164378976,-4.909814542355948,Check!!!
145,-6.396237793531193,-4.529680863018682,-2.330887485126019,-7.381502428471637,-5.57066569338059,-3.350256260987621,
146,-5.1742209291121775,-4.602634476661267,-3.9979682905333562,-8.120840725725973,-7.588668862772475,-6.905630573424963,
147,-6.8367709067452775,-5.814047908128867,-4.593187104597598,-10.225567708824412,-9.380552754514826,-8.2330784194508,
148,-11.295283145754613,-9.119739296712174,-6.618329343836182,-13.752269032631512,-11.799749142238541,-9.119740865234977,Check!!!
149,-11.58475570597634,-11.29472744349686,-10.26026573525967,-17.315517049241134,-14.954788874101748,-13.898767657685127,Check!!!
150,-19.26911103040045,-16.779520747758273,-15.645110183625333,-23.166723150812565,-22.373517777987225,-20.226917398368826,Check!!!
151,-28.026599280613027,-26.243342204627346,-24.584371029076234,-23.158681085601422,-21.978324201833047,-21.018069064530955,Check!!!
152,-29.13697667917195,-27.55698560645066,-26.75889666928451,-31.222372759100505,-31.222063632417544,-29.64859515081251,
153,-32.52711638575344,-31.940952785772673,-30.99521482132852,-30.3705306094899,-29.82872233965556,-29.07060326489091,
154,-27.955076681507414,-27.0258160155385,-25.783837248164442,-31.864856938509487,-31.433834520454525,-30.60282376766561,
155,-24.499844798904615,-21.932931339386936,-18.99913420123385,-29.6912080691434,-27.78000198116829,-25.283581358060406,
156,-20.02733078471828,-15.922272495742016,-11.237639264505955,-24.904122328401492,-21.229693508540826,-17.38167530838807,Check!!!
157,-8.615357653903645,-10.010759313423058,-4.571799266272957,-18.316397395229345,-13.823055688478787,-15.387079889630362,Check!!!
158,-12.317548426984567,-6.2981592418090075,-0.18627275335883564,-13.35081871274495,-7.416645518691738,-1.4271102129989677,Check!!!
159,-8.676722863404636,-2.785254611675292,3.265421702216832,-10.630406321696366,-4.293138166409246,2.0057619216957385,Check!!!
160,-0.9827154056402341,2.3331958662294032,4.681381604782581,-9.916290274893909,-6.796744414407247,-3.779108768436714,Check!!!
161,-6.984696070203094,-1.6865568158715327,3.3261454490442217,-8.89488312728877,-3.6676007115152744,1.7564070292194636,Check!!!
162,-7.234777779450863,-3.637591511510019,0.21981266155771045,-8.158648088696106,-4.578851961522642,-0.616834273463284,Check!!!
163,-8.544977360599551,-6.487132991767777,-4.210187133876107,-5.477957257261194,-3.6874144680846443,-1.3842555548961601,
164,-9.102495724778603,-8.474414665003007,-7.810284684864083,-4.351544379538957,-3.868231555784175,-3.231777099693654,
165,-10.674770422208583,-9.99589986921109,-8.9159024993236,-6.102411771480028,-5.061497911773155,-3.9624102370217766,
166,-13.828030521399128,-11.778798838817814,-9.424218803430458,-10.796776791162,-8.700204982538024,-6.138579222138056,
167,-17.113752701167993,-13.990217978890566,-11.02693912096791,-15.000374677232376,-10.25270698231237,-9.178050794490732,Check!!!
168,-22.90311737652205,-19.777154933337837,-16.302324646481438,-21.999151487901315,-18.65408461462825,-15.37408274886971,
169,-28.090414169288103,-25.23979958010422,-22.392696855383342,-26.602645834671893,-23.52298381079105,-20.673736345819005,
170,-30.669747697934934,-28.656967549000655,-26.53884802651532,-29.431559391073762,-27.30957194182534,-25.34652374989659,
171,-29.632261681107888,-29.086884241611248,-28.404320478512368,-32.140138734335096,-31.562791092398694,-30.502382316331104,
172,-26.926795990367584,-25.89645501774388,-24.679729635761955,-31.50456173898428,-31.078280844426583,-30.310654191525785,
173,-23.562137152522116,-20.979881636137886,-17.96571311620012,-29.50578454100295,-27.65730192732625,-25.134766232351296,
174,-19.2278083112306,-14.942196263823993,-10.218160418413873,-24.76203709113353,-21.20297492594487,-17.451541715684694,Check!!!
175,-15.387236458857828,-9.652593051073058,-3.9788206797590506,-18.696967622067735,-14.095133795141603,-8.730661657841509,Check!!!
176,-11.960658655170356,-5.890336821578231,0.458050851622793,-12.951114668612295,-6.932093741923864,-0.8492933582514781,Check!!!
177,-8.513853677968825,-2.2644046048469715,4.058123244370493,-11.371889360555969,-4.531844945882046,2.400218723016609,Check!!!
178,-5.982368851705138,-0.20213132573939832,5.305987134566347,-10.530507275318158,-4.637756604840582,1.5861304164881012,Check!!!
179,-6.056276035866509,-1.0831104594045389,3.7420321612600893,-9.890125624374287,-5.014949274366511,0.24316286111887161,Check!!!
