file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-17.42033524325578,-13.920960968326341,-10.4215866933969,8.075416287478653,11.574790562408094,15.074164837337534
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-16.53097293404872,-13.963150447472099,-11.395327960895479,11.176183044655293,13.744005531231911,16.31182801780853
111,-53.224497952012904,-67.36964384019971,-81.51478972838652,-13.490969134383658,-27.63611502257047,-41.78126091075728
112,-16.53097293404872,-13.963150447472099,-11.395327960895479,11.176183044655293,13.744005531231911,16.31182801780853
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-17.42033524325578,-13.920960968326341,-10.4215866933969,8.075416287478653,11.574790562408094,15.074164837337534
111,4.67133361487954,8.609184815595372,12.547036016311203,10.78907522980275,14.726926430518581,18.664777631234415
112,-17.420386127921162,-13.920989509362125,-10.421592890803087,8.075409704017536,11.574806322576574,15.074202941135612
