file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
261,-12.378741772783638,-9.29340378465484,-7.288646653495729,-17.848377387169187,-17.846725928355536,-17.845071051445053,Check!!!
262,-13.456694613378811,-11.5531997033822,-10.299787469904755,-13.456622755890491,-11.25801256272557,-8.21258814916596,Check!!!
263,-15.592234062598964,-12.099488464875531,-9.454374933222885,-9.456171289334883,-9.455593290297058,-11.445886593269849,Check!!!
264,-16.290181762661835,-13.423335365888677,-13.42339578981648,-10.80849794908105,-10.808037641328239,-10.807577497304965,Check!!!
265,-18.00765836494313,-15.532968521739711,-13.020381752446324,-19.564386950338932,-17.03829277000838,-14.583363879522038,Check!!!
266,-23.630184425279026,-21.05112732334782,-18.36786504601819,-22.41212778711495,-19.397222151013676,-16.75400582802337,Check!!!
267,-27.100189448902253,-24.28592144838917,-21.133388283053876,-25.540200533706816,-22.430045733688395,-19.58838707737173,Check!!!
268,-27.02505069179686,-23.98474760087021,-20.22379715185499,-25.979547746775033,-22.68037619349801,-20.223263338153334,Check!!!
269,-23.112249026060724,-19.232432974610735,-16.765133348332398,-24.541698094827492,-21.203666590520598,-17.86996290157607,Check!!!
270,-20.228061743511514,-17.037607944651292,-13.664488340155971,-20.228061743513095,-17.037607944656276,-13.66448834016595,Check!!!
271,-15.835969677609599,-10.44442761516172,-7.577571124304741,-13.950128701170028,-13.949065951858405,-10.443581084848715,Check!!!
272,-8.113596531704133,-5.111998413709344,-1.7515863521803767,-16.927399886019675,-14.392375899456809,-11.376931805740634,Check!!!
273,-3.0161197396176034,-0.1312879620981064,3.1613594815360844,-20.601388990771458,-18.22417597149547,-15.33756320483967,Check!!!
274,-0.8747336253495956,1.9541582296197746,5.043758763167211,-26.41479410002112,-24.352462403425616,-22.004464503346487,Check!!!
275,-1.5172108823081654,1.3544112537416315,4.325548678785593,-31.632747319276667,-30.106509012396213,-28.093289357205627,Check!!!
276,-3.887795825674941,-1.2786908789849862,1.7252777192659028,-33.909718946270296,-32.6844858086774,-31.157074400348904,Check!!!
277,-7.171209503650276,-4.6090491115114,-1.8775080977913927,-31.75392388773041,-30.646282138048836,-29.54598666704803,Check!!!
278,-10.091641167452217,-7.854374008258119,-5.339496766458379,-26.136453619091746,-24.92596132530829,-24.316992334317128,Check!!!
279,-11.64967237523775,-9.119778573415191,-6.623212782804906,-19.31974693285679,-18.329647401211204,-17.915923410587116,Check!!!
280,-13.434305948438373,-12.756352975302853,-11.217542246793725,-12.756133634281957,-10.995185629314216,-8.720579704827605,Check!!!
281,-15.212298664716549,-13.089028643420185,-10.426310184823908,-11.576577134204056,-10.047736691260038,-8.764604557393886,Check!!!
282,-16.595857478032553,-14.132342016990316,-10.823746049571668,-12.787381451166114,-12.78776407216678,-10.823966773351941,Check!!!
283,-18.672042234436496,-16.34463263965239,-13.897828449361135,-20.346373348422865,-18.01522012594044,-15.338792241220222,Check!!!
284,-20.38273395874355,-19.070287733790597,-17.618865116131232,-24.223521388745773,-23.00339351210146,-21.739224699563344,Check!!!
285,-22.75839865872186,-21.613981794358,-19.762855762866742,-27.0385998148056,-25.983627428606237,-24.535752819966444,Check!!!
286,-27.670739865944913,-24.669846774794294,-21.45439775838072,-26.858921279222255,-22.941957177553512,-20.297651347330852,Check!!!
287,-24.545042311582755,-21.202886043497145,-18.44982181443839,-25.317737092053143,-22.204116500277372,-18.44973304113059,Check!!!
288,-20.076198514652493,-16.39497988511266,-13.384395414768095,-21.005601519922376,-17.878633871076147,-14.480353450152549,Check!!!
289,-14.48202905756988,-11.398991725363404,-8.224111462202282,-16.188856124294293,-13.425607267104905,-10.207812399694244,Check!!!
290,-14.217308389948906,-8.695893435812964,-2.2345674901969743,-16.861058347138755,-11.027797662015551,-5.602759497090307,Check!!!
291,-3.822099427725635,-0.8851779320464309,2.499847852774784,-20.37576274000031,-17.840123562112137,-15.037057746293053,Check!!!
292,-1.6758019116361962,1.2273637950161633,4.281969193154373,-26.052134330099648,-23.804546729953174,-21.348469294640793,Check!!!
293,-2.1551323676584055,0.7690705789110823,3.7096685156464684,-31.32518818135808,-29.594487771152668,-27.512803439193952,Check!!!
294,-4.770198423705704,-1.9597169753397197,0.8530343907026718,-33.28872306398264,-31.918457443945194,-30.227905189967554,Check!!!
295,-8.229765427864512,-5.547822723430584,-2.7745749495788763,-31.38193269301894,-30.32763180304088,-29.13418034860586,Check!!!
296,-11.465406070525768,-8.969261183640844,-6.243411432568693,-26.032273403893885,-24.912911202531966,-23.89767340279468,Check!!!
297,-12.13291819164343,-9.19984571169273,-6.707318568834104,-18.465621508420064,-18.465666893310942,-16.29517617367568,Check!!!
