file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
299,-18.642193602929883,-15.299513788639613,-12.079564026934547,-19.63967521232401,-16.627719251859254,-13.229769500532063,Check!!!
301,-11.166073400220087,-9.480676213287273,-7.841107064485733,-14.610328510779642,-14.609698758868008,-11.701811405480395,Check!!!
302,-12.998324404740357,-9.325875956836658,-4.178377503078247,-9.898146022537489,-8.003657897548655,-5.930806749705031,Check!!!
303,-4.58736818734739,-3.293577930848958,-2.059048283976584,-9.981975411103395,-9.283352103141292,-8.023407192933087,Check!!!
304,-6.400604137870875,-4.729307989423859,-3.3371349903739667,-5.438090720857187,-3.9734224031681276,-2.473779671766845,
305,-6.381001204581809,-4.763070653360073,-3.5464649616146526,-2.6339607894821735,-1.5532129164493913,0.12995060232347752,Check!!!
306,0.9089795638182532,3.774225589963337,6.124009245782799,-10.7781523969022,-8.172706488780133,-4.416196848968223,Check!!!
307,2.5975722588263914,6.16991879347874,9.892082855689024,-13.884765147757877,-9.575463774903206,-4.838347274918002,Check!!!
308,1.8989884212932095,6.056521066152793,10.687223454376785,-15.087046404849858,-9.750091945050473,-4.179939462126187,Check!!!
309,-0.9212184634992476,3.51214218852134,8.065417127957112,-14.647626675913644,-8.88643977306601,-2.4144028546667107,Check!!!
310,-5.807704535031785,-1.9794178194973338,2.8526453692980973,-12.69298326592631,-6.884316687786627,-0.890428382105215,Check!!!
311,-11.689984102576615,-8.774041093488686,-5.083959064130922,-11.680885213977103,-6.096239805339229,-1.1018328891955254,Check!!!
312,-11.510202138831055,-7.537441768345361,-3.266530558049437,-18.05192099169059,-16.051910914820333,-13.224256350557946,Check!!!
313,-13.50086951859204,-11.180128379942373,-8.416898955358183,-22.233713942668018,-21.480750114983305,-20.131702307317905,Check!!!
314,-16.372377119316184,-15.30501501264149,-14.218339151566393,-23.503683889166243,-24.125297236608738,-24.12535727257415,Check!!!
315,-20.334896530742174,-19.93245630613468,-19.13361799519325,-25.70744750128314,-24.484270307458985,-22.855611391119933,Check!!!
316,-24.81518533031219,-22.603132515881395,-20.37618166803878,-23.875195869745344,-21.862831215892868,-19.596275370885103,Check!!!
317,-22.478338031904354,-19.46727434619089,-16.527731427391075,-23.937945775140243,-21.35277480653034,-18.43598637947525,Check!!!
318,-19.12244141864214,-15.202548224347417,-12.176425939538595,-20.48369215998254,-17.164653339574244,-13.5849921036719,Check!!!
320,-16.666002120217943,-13.67695070692263,-10.396268649988968,-15.256364393887319,-12.023371998958483,-9.098610386470432,Check!!!
321,-9.46980690608898,-7.620511547169251,-5.176275702820007,-13.75907492336157,-11.27482663415406,-9.264972812790251,Check!!!
322,-8.733541813631186,-5.713079186644119,-3.110084514680236,-9.86489107598523,-7.225389177784628,-4.473846091390952,Check!!!
323,-2.976858687229111,-3.693515202288505,-4.3411894273903755,-4.754138411192213,-5.20851805078656,-5.997357650309109,
324,-1.7745914951627664,-0.4010751823210276,0.7691106006081484,-7.436741512233168,-6.116974492340888,-4.264344513390408,Check!!!
325,1.9712529521638067,4.655292352025961,6.769493139896723,-12.145276893329743,-9.72148486770488,-5.9086877413416685,Check!!!
326,3.6657284265506833,7.002065258683357,10.215137671548609,-14.4758628588399,-10.249884964841282,-5.801160791655009,Check!!!
327,2.7102815728536283,6.428017368409123,10.712760319174443,-15.995059217366228,-10.881522310457122,-5.468641311973716,Check!!!
328,-0.34895574058800327,4.021174652054059,8.63080613919253,-15.207657957248747,-9.57297305234996,-3.799257222155403,Check!!!
329,-5.383739371378653,-1.0653648722678015,3.055853894987637,-13.38701852632064,-7.338959759205583,-1.9532349091448105,Check!!!
330,-11.773297999408522,-6.8478495884704325,-1.3996421278406321,-11.773293944760034,-8.934144306004338,-5.093596635460122,Check!!!
331,-17.495130567795968,-11.490463256484615,-3.4101702363769015,-15.749404272092498,-13.208573249068898,-7.611419044692607,Check!!!
332,-12.85723183938772,-10.622228005044603,-8.01912948708124,-21.250072053743185,-20.584036499457014,-19.440789726859716,Check!!!
333,-15.731334590617443,-15.012174006429852,-13.884125917413632,-23.50560336994855,-23.247480513094143,-22.683463519776403,Check!!!
334,-19.120926122895895,-19.12087905715694,-18.1905987147674,-24.755234302967065,-23.484450977540547,-21.70486125206095,Check!!!
335,-22.645464490363114,-21.102682869715174,-19.058153963207467,-23.590829530716167,-21.102783303390144,-18.49906545103996,Check!!!
336,-21.539815367403715,-18.274835095449166,-15.260274179150445,-22.86602326424442,-19.98302085537524,-16.94280620689823,Check!!!
337,-18.97241958301321,-15.460146974925715,-12.138788209546048,-19.760762127643925,-16.61171233912048,-12.939763695713529,Check!!!
