file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
324,-1.7745914951627664,-0.4010751823210276,0.7691106006081484,-7.436741512233168,-6.116974492340888,-4.264344513390408,Check!!!
325,1.9712529521638067,4.655292352025961,6.769493139896723,-12.145276893329743,-9.72148486770488,-5.9086877413416685,Check!!!
326,3.6657284265506833,7.002065258683357,10.215137671548609,-14.4758628588399,-10.249884964841282,-5.801160791655009,Check!!!
327,2.7102815728536283,6.428017368409123,10.712760319174443,-15.995059217366228,-10.881522310457122,-5.468641311973716,Check!!!
328,-0.34895574058800327,4.021174652054059,8.63080613919253,-15.207657957248747,-9.57297305234996,-3.799257222155403,Check!!!
329,-5.383739371378653,-1.0653648722678015,3.055853894987637,-13.38701852632064,-7.338959759205583,-1.9532349091448105,Check!!!
330,-11.773297999408522,-6.8478495884704325,-1.3996421278406321,-11.773293944760034,-8.934144306004338,-5.093596635460122,Check!!!
331,-17.495130567795968,-11.490463256484615,-3.4101702363769015,-15.749404272092498,-13.208573249068898,-7.611419044692607,Check!!!
332,-12.85723183938772,-10.622228005044603,-8.01912948708124,-21.250072053743185,-20.584036499457014,-19.440789726859716,Check!!!
333,-15.731334590617443,-15.012174006429852,-13.884125917413632,-23.50560336994855,-23.247480513094143,-22.683463519776403,Check!!!
334,-19.120926122895895,-19.12087905715694,-18.1905987147674,-24.755234302967065,-23.484450977540547,-21.70486125206095,Check!!!
335,-22.645464490363114,-21.102682869715174,-19.058153963207467,-23.590829530716167,-21.102783303390144,-18.49906545103996,Check!!!
336,-21.539815367403715,-18.274835095449166,-15.260274179150445,-22.86602326424442,-19.98302085537524,-16.94280620689823,Check!!!
337,-18.97241958301321,-15.460146974925715,-12.138788209546048,-19.760762127643925,-16.61171233912048,-12.939763695713529,Check!!!
