file,Cluster1_-1,Cluster1_0,Cluster1_1,Cluster2_-1,Cluster2_0,Cluster2_1,Comment
141,-5.357404660133851,-5.357529787996288,-5.357654915858725,4.620121634575963,2.126298477418555,-0.3675246797388523,Check!!!
142,1.07473392179095,-2.6622753716457037,-6.399284665082357,-0.6837387267678201,-4.621543605601655,-8.559348484435489,
143,1.0255379621034684,-2.674316548674703,-6.374171059452875,-0.7377381532784413,-4.607668185770577,-8.477598218262713,
144,-1.014166808844739,-4.694755416824945,-8.375344024805152,0.254897907872798,-3.2635410767605664,-6.781980061393931,
145,10.394211667677615,3.60612577368208,-3.181960120313454,-4.687202689233834,-5.745831031540633,-6.804459373847433,Check!!!
146,-4.875774133097854,-4.875752886302155,-4.875731639506455,-7.661052537219799,-23.01058959722204,-38.360126657224285,Check!!!
147,91.53151112628925,55.89631299623849,20.26111486618774,-34.40039342802758,-68.19870390092358,-101.99701437381958,Check!!!
148,-9.247266007493424,-9.245847871025989,-9.244429734558553,-10.464418778804696,-34.31083533253622,-58.157251886267744,Check!!!
149,-11.656442256428104,-14.262998296262342,-16.86955433609658,-11.011579617080004,-22.494434208696134,-33.977288800312266,Check!!!
150,-1.872322420581594,-9.071260413141376,-16.27019840570116,-17.25451798164962,-19.91531128174346,-22.5761045818373,Check!!!
151,-21.07450516845906,-23.844051619575602,-26.613598070692145,-22.40063632342566,-25.275240440420504,-28.14984455741535,
152,-29.018397052342884,-29.01849832955151,-29.018599606760134,50.09791724239963,22.680351594474995,-4.7372140534496445,Check!!!
153,-30.01226341741663,-30.012204265763053,-30.012145114109476,28.39544602018885,-1.65078565731406,-31.69701733481697,Check!!!
154,-27.722337287170966,-29.306446838242785,-30.890556389314604,86.48796256641381,44.74425003682193,3.0005375072300566,Check!!!
155,-25.539211786683847,-25.539138359035167,-25.539064931386488,106.86643254891916,61.05533838951532,15.244244230111477,Check!!!
156,-16.449194752594867,-18.7044605424039,-20.959726332212934,2.4138552862443508,-11.224102882010293,-24.862061050264934,Check!!!
157,-15.735450424654585,-27.74171296420793,-39.747975503761275,-13.990247823678716,-9.475070324287964,-4.959892824897212,Check!!!
158,-13.401776903823643,-12.737670950423684,-12.073564997023725,-0.39527872689866506,-3.5633099160916566,-6.731341105284648,Check!!!
159,-4.589341883591983,-7.729565355601495,-10.869788827611007,-2.6839304696187485,0.2813853024604468,3.246701074539642,Check!!!
160,-3.8483261884811872,-6.870261331317266,-9.892196474153344,4.826265085798809,1.9534688947478964,-0.9193272963030166,
161,3.4503950960814347,1.0061209399605142,-1.4381532161604065,-3.8322468067519075,-6.450872839972264,-9.06949887319262,Check!!!
162,0.41078011374020496,-1.497216849163677,-3.405213812067559,-4.738600365657009,-6.5079546801921895,-8.27730899472737,Check!!!
