file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
143,-6.168716338616926,-2.5417985939190744,1.1658580896203123,-8.407334792007461,-4.49641485166802,-0.495744859552883,Check!!!
144,-2.981502989603922,-0.7970320427917046,0.4156890739994032,-8.187821946469374,-6.443856413694519,-4.48019717223251,Check!!!
145,-6.962096159086517,-4.627788413914953,-2.1694273120560688,-7.818746658332009,-5.908762635832286,-3.1701845792777075,
146,-5.200596633533967,-4.549711594670019,-3.9037110706557088,-8.367542228788174,-7.7515312144899795,-7.009409796517188,
147,-6.565626817264261,-5.373320175443068,-4.44207033597917,-10.413769748248281,-9.587098676259428,-8.36263697406463,
148,-9.596517416266703,3.9692382398318173,-6.678094643469554,-13.752577047554881,-11.465276820519229,-8.888119759199872,
149,-11.532310383205347,-10.581126940228161,-9.273140056274686,-17.26862777287935,-14.79255241133097,-14.098302550161144,Check!!!
150,-19.289705698069337,-16.792631280699624,-15.827872182108482,-23.530490070132174,-22.509691286427458,-20.193727906762934,
151,-27.903819640297186,-26.0187739119685,-24.60854262244349,-23.483537419947872,-22.873955476356393,-21.517861772887972,Check!!!
152,-29.08517345286736,-27.400648220531075,-26.67275961391072,-31.5174940263533,-30.97258584714724,-29.64718143773285,
153,-32.742923872093584,-32.13998402491156,-31.360203444270823,-30.628203614333827,-29.96553078362845,-29.224103948020762,
154,-28.114536727863396,-27.30989802058874,-25.907534293582888,-32.05967597059772,-31.54267379018271,-30.72270026999052,
155,-24.486994803465837,-21.9916693994896,-19.022981361854885,-29.70529957745537,-27.752493811823573,-25.32635274916299,
156,-16.354763135068566,-11.25172968819534,-15.919032469521737,-20.59855184007787,-17.241745631913943,-24.924557243058036,Check!!!
157,-10.06454937203676,-8.673780615243995,-4.568448703552155,-18.361833637967912,-15.64521571722225,-14.024100148431055,Check!!!
158,-12.194208518933033,-6.229919685651865,-0.4863894663864081,-13.279592520842069,-7.315195429594527,-1.8203774083639035,Check!!!
159,-8.644667223905756,-2.4924127212581655,3.2024834832103903,-10.583457315216387,-4.068841394893773,1.8401128542478407,Check!!!
160,-0.9792729502552612,2.418516449373232,4.863254507596428,-9.91000441898699,-6.6884304345771595,-3.606380939830764,Check!!!
161,-7.010343251672229,-1.5873023673772515,3.462278839232845,-8.929737139977908,-3.3932579927803026,1.7789869568502732,Check!!!
162,-7.268795927436644,-3.5139051438397,0.24952141290689336,-8.207322595996168,-4.353035926752023,-0.6386281390287313,Check!!!
163,-8.949826245482326,-8.168678752643201,-4.770556761281137,-6.3029571366640855,-3.7950591222177374,-1.316169088819461,
164,-8.91034419149152,-8.177797053462765,-7.437339812786816,-4.31654336443319,-3.5569923423969945,-2.7275669653106864,
165,-10.96177080676534,-10.179456234326983,-9.000349662460975,-6.35591668949902,-5.477715179088857,-4.1381886946051285,
166,-13.860616933831313,-11.160886504320645,-11.194030524995625,-31.349217267483745,-9.029139212580226,-6.115921416166498,
167,-17.68523043343741,-13.774139057430322,-11.074485194527341,-16.841980210061465,-14.335700034492179,-10.613945158998424,
168,-23.28595460907816,-19.39625537749595,-16.24294872151959,-22.308586282379363,-18.59299140304714,-15.230767533861028,
169,-28.305387066813346,-25.582629811070646,-22.702515370995823,-27.064039893550632,-24.074777092350267,-20.78947461061528,
170,-31.119333843421327,-30.313824353924428,-26.712994072416897,-30.71762745959112,-28.779205567977126,-26.096231741596924,
171,-29.452772962365227,-28.60565350165746,-27.3346065209272,-32.38820213521401,-31.69574461282719,-30.536490319954687,
172,-27.290966837758344,-26.485403482167094,-24.998364049030766,-31.632860809982944,-30.975538110443186,-30.23964426025207,
173,-23.551485424516557,-21.020637624343475,-17.982996841987426,-29.56047275909901,-27.69652841839697,-25.055415710018845,
174,-19.784976617365636,-14.81734264826674,-10.233614524606349,-24.73049287801174,-21.33100604926298,-17.551052418963454,Check!!!
175,-14.94964303057897,-9.411990227500912,-4.0143455839752065,-18.615396425448512,-13.755920970038412,-8.195969187832338,Check!!!
176,-12.0629881585459,-5.844520648930465,0.32133081732891455,-13.209251100724805,-6.854640305902207,-0.887383372826998,Check!!!
177,1.5330653706813708,2.4093291897552374,3.9027517626913517,-3.688928455410655,-8.239384777707366,-11.24661469250021,Check!!!
178,-0.09395589759574728,1.6309929559551644,5.279750024710653,-5.907917475168274,-10.522373234755847,-4.533307476686839,Check!!!
179,-1.0141955944115053,0.32057684670355413,3.7378420373032255,-9.880955208146556,-5.277221253235068,-5.402814749512689,Check!!!
