file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
181,-30.542546054182086,-28.999327537257898,-27.09927652356612,-29.576759462075525,-28.21275367162597,-26.73350224440946,
182,-33.58018383166636,-32.08808406520364,-30.433470838037803,-33.00518170832995,-31.629264801444055,-30.075545875783565,Check!!!
183,-32.58575996404408,-31.09663111366565,-29.378412788750573,-31.755175853903413,-30.448157068322484,-29.046028345333298,Check!!!
184,-26.94955596953276,-25.006656969479454,-24.009696591741722,-26.951171608833565,-25.99504436264845,-24.550959308484185,Check!!!
185,-19.29862447167975,-17.825324275433072,-16.95639820372252,-22.49238598773529,-20.279621273123432,-18.56411946590634,Check!!!
186,-12.738220082123641,-11.643230016523573,-10.524451209140027,-17.272635341067986,-14.728885889191158,-12.738018032880573,
187,-10.012342669720228,-8.278884664293033,-6.784620061946496,-14.616110690452354,-11.663959671450108,-9.081255183648915,Check!!!
188,-10.96203907933869,-9.220419675341747,-6.951868896256715,-14.731333459718917,-11.817118738899387,-8.355145050674835,Check!!!
189,-12.644875932827187,-10.355325312650695,-10.355180282161903,-16.712783317240447,-14.936762862821041,-13.616741617325966,
190,-15.436165283541778,-13.80078537682548,-12.376529947261316,-19.48663641143117,-19.197783659193924,-16.795996370435308,Check!!!
191,-22.9475757510691,-20.160950956923394,-17.073865622752876,-19.725983811780445,-16.4914185727502,-13.396799830765989,
192,-23.25226014789973,-19.99915408406638,-16.85085058191589,-18.210331550550077,-15.206005388588812,-11.993171624843065,Check!!!
193,-20.809453591507623,-17.605660468432017,-14.284973225684256,-14.862768949259022,-11.921346068481567,-8.976282955146276,Check!!!
194,-17.153755160178594,-14.013392872810643,-10.757433756058647,-11.305267570557273,-8.67584007299814,-6.012143795811106,
195,-14.68356614901704,-11.534040447668167,-8.289781082804362,-9.4669556087695,-7.1956324944861,-4.842746608176823,Check!!!
196,-15.028495728064613,-12.063366192396293,-8.874574104016697,-11.252045270425587,-9.434083239869938,-7.194389730547031,Check!!!
197,-18.76717457823836,-16.17014567469259,-13.386296145369963,-16.54166138120662,-14.667340975192518,-12.748874263957859,
198,-24.287223728011227,-22.20414512698089,-19.88722493322657,-23.096333099075895,-21.564095471550736,-19.88741825042221,
199,-30.32429161792964,-28.528169748207315,-26.56273726139487,-29.671178047883625,-28.045342576082316,-26.104340891241968,
200,-32.91234618137929,-31.342497329676977,-29.499741020158936,-33.44142264890288,-31.753575976529063,-29.954875693525572,Check!!!
201,-31.893175129119847,-30.399224954517177,-28.63620157980476,-32.51137259114327,-30.843077074716085,-29.03790116928938,Check!!!
202,-26.915480227976115,-25.524109973500053,-23.94043568256067,-28.07249582557425,-26.397907326745646,-24.275612675747148,
203,-19.563218741227264,-18.462822909845567,-16.838194365600913,-22.363725735711892,-20.284854045901604,-17.619495269823574,Check!!!
204,-13.760931394864219,-11.93543361252699,-10.56605685524055,-17.27011186477427,-14.729156251414189,-12.467102080568372,
205,-10.43648318433754,-8.803424085142465,-6.743288001578357,-14.69019016366379,-11.797985842861603,-8.804089200235811,
206,-10.623640097088455,-8.314240883045024,-6.371922342886788,-15.092013789837829,-11.82260306262979,-8.956570030655548,Check!!!
207,-14.526273479996808,-11.775960333618777,-9.130276701641915,-17.52513587244946,-13.92376400790225,-10.543920354365842,Check!!!
208,-18.737008126375414,-15.964944693895474,-13.055823068892833,-19.91010227410798,-16.808798485786028,-13.60381600411537,
209,-20.94543793756667,-17.629025296660604,-14.472345323213407,-21.956352245019264,-18.90496761805965,-15.728625831524278,
210,-19.34294748022152,-16.186074149494658,-12.959708412929604,-22.472025250007317,-19.013758975539414,-15.732958876473822,
211,-15.408064860593552,-12.643201855195622,-9.742273083412117,-20.042442470172247,-16.539904613600896,-13.315132683282052,
212,-10.245268043029043,-10.245263870199501,-10.24525970132791,-53.0760591554214,-28.976291137635453,-10.245526941415905,Check!!!
213,-8.605815926294413,-8.605816590506842,-8.605817264643244,-61.010682317370076,-32.459407575247454,-8.605912023950397,Check!!!
214,-11.390655402322157,-9.518677099256848,-7.63663000570746,-15.269796393063988,-12.409367274645628,-9.61966963477413,Check!!!
215,-16.370188554495087,-14.850448652737606,-13.045443930945096,-19.292547770328063,-16.833129456896035,-13.952541518533549,
216,-23.095058925629353,-7.317508564532145,10.369935747619328,-23.09502229538399,-20.95504393260693,-20.955015558200344,Check!!!
217,-15.186531412183886,-13.428585703027384,-12.134177589143976,-19.122565419740226,-17.51999682104925,-15.66675157090361,Check!!!
