"angle","fre_sum","freq_diff","freq_1D","freq_2D"
0,36568.3914826245,1249875,643221.695741312,-606653.304258688
3.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
7.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
10.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
14.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
18,36568.3914826245,1249875,643221.695741312,-606653.304258688
21.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
25.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
28.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
32.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
36,36568.3914826245,1249875,643221.695741312,-606653.304258688
39.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
43.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
46.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
50.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
54,36568.3914826245,1249875,643221.695741312,-606653.304258688
57.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
61.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
64.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
68.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
72,36568.3914826245,1249875,643221.695741312,-606653.304258688
75.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
79.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
82.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
86.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
90,36568.3914826245,1249875,643221.695741312,-606653.304258688
93.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
97.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
100.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
104.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
108,36568.3914826245,1249875,643221.695741312,-606653.304258688
111.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
115.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
118.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
122.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
126,36568.3914826245,1249875,643221.695741312,-606653.304258688
129.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
133.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
136.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
140.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
144,36568.3914826245,1249875,643221.695741312,-606653.304258688
147.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
151.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
154.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
158.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
162,36568.3914826245,1249875,643221.695741312,-606653.304258688
165.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
169.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
172.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
176.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
180,36568.3914826245,1249875,643221.695741312,-606653.304258688
183.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
187.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
190.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
194.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
198,36568.3914826245,1249875,643221.695741312,-606653.304258688
201.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
205.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
208.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
212.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
216,36568.3914826245,1249875,643221.695741312,-606653.304258688
219.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
223.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
226.8,36568.3914826245,1249875,643221.695741312,-606653.304258688
230.4,36568.3914826245,1249875,643221.695741312,-606653.304258688
234,36568.3914826245,1249875,643221.695741312,-606653.304258688
237.6,36568.3914826245,1249875,643221.695741312,-606653.304258688
241.2,36568.3914826245,1249875,643221.695741312,-606653.304258688
