,angle,freq_sum,freq_diff,freq_1D,freq_2D,freq_3D,acs,csa,acs_anti
0,0.0,3676.4903065935973,-367.32500000001164,1024.1974512538254,1260.7704040859348,1391.522451253837,-1.2866163458616377e-15,-5.830262589313855e-32,1.2866163458616377e-15
1,1.8000000000000003,3674.252193500007,-712.4075609988804,850.9968192794033,1259.8509939423197,1563.4043802782837,-0.3288013154024899,0.004147703337731973,0.3288013154024899
2,3.6000000000000005,3667.545611296653,-1744.9782536042362,332.7347913022732,1257.0977750878703,2077.7130449065094,-0.6563050022281169,0.01652540159157398,0.6563050022281169
3,5.4,3656.393817567094,-3460.9622857380964,-528.547104416153,1252.5257406613039,2932.4151813219432,-0.9812185530471847,0.03693789106598441,0.9812185530471847
4,7.200000000000001,3640.8355292412566,-5853.587935100988,-1729.4560734800489,1246.1597411003663,4124.131861620939,-1.3022596825134913,0.06506325460812167,1.3022596825134913
5,9.0,3620.9248532885968,-8913.413266453215,-3265.261345943649,1238.0342787226793,5648.1519205095665,-1.6181613879587737,0.1004579384336484,1.6181613879587737
6,10.8,3596.731188221031,-12628.363384130469,-5129.912709781882,1228.1932236543257,7498.450674348587,-1.9276769496734008,0.14256374723487683,1.9276769496734008
7,12.6,3568.339094980105,-16983.778072940262,-7316.064216260002,1216.6894545598466,9667.71385668026,-2.2295848511394945,0.19071664725422066,2.2295848511394945
8,14.399999999999999,3535.8481354348514,-21962.469639630603,-9815.102966361368,1203.584428526985,12147.366673269235,-2.522693599798568,0.2441572384932265,2.522693599798568
9,16.199999999999996,3499.3726764116454,-27544.790726904423,-12617.18286789423,1188.9476852956816,14927.607859010193,-2.805846429328315,0.3020427309041938,2.805846429328315
10,17.999999999999996,3459.0416569234094,-33708.71183263257,-15711.26323374531,1172.8562917814575,17997.448598887262,-3.0779258648708026,0.36346023569268415,3.0779258648708026
11,19.799999999999997,3414.998316069563,-40429.90822864629,-19085.15207304711,1155.3942335174956,21344.756155599178,-3.337858133195215,0.4274411621191442,3.337858133195215
12,21.599999999999994,3367.399878946733,-47681.8559364209,-22725.553908846003,1136.65176021784,24956.302027574897,-3.5846174003902354,0.4929764927534759,3.5846174003902354
13,23.399999999999995,3316.4171978480263,-55435.93638124028,-26618.121938265194,1116.7246931381349,28817.814442975086,-3.8172298203618293,0.5590326962826669,3.8172298203618293
14,25.199999999999992,3262.234346039786,-63661.54931219523,-30747.514334214564,1095.7137022736854,32914.034977980664,-4.034777378158875,0.624568026916999,4.034777378158875
15,26.999999999999993,3205.048161491766,-72326.2335427591,-35097.45447147496,1073.723561682577,37228.779071284145,-4.236401512958771,0.6885489533434588,4.236401512958771
16,28.799999999999997,3145.0677381002606,-81395.79503581938,-39650.794844535114,1050.8623913511144,41745.00019128426,-4.421306506414772,0.7499664581319494,4.421306506414772
17,30.599999999999998,3082.5138621849255,-90834.44182805928,-44389.58442995156,1027.2408940287614,46444.85739810772,-4.588762622992759,0.8078519505429167,4.588762622992759
18,32.400000000000006,3017.6183923560748,-100604.92526157977,-49295.1392322872,1002.9715953506939,51309.786029292576,-4.738108989904024,0.8612925417819228,4.738108989904024
19,34.2,2950.623581237938,-110668.68696574689,-54348.11573992473,978.1680953405108,56320.57122582216,-4.868756205268231,0.9094454418012665,4.868756205268231
20,36.00000000000001,2881.781337991124,-120986.01100953479,-59528.58700529574,952.9443390478108,61457.42400423905,-4.980188664213372,0.9515512506024953,4.980188664213372
21,37.80000000000001,2811.352431097228,-131516.18062420227,-64816.12105336811,927.4139136311805,66700.05957083416,-5.071966593732642,0.986945934428022,5.071966593732642
22,39.60000000000001,2739.6056314461894,-142217.63887807447,-70189.86131264127,901.6893786542452,72027.7775654332,-5.143727788267576,1.0150712979701593,5.143727788267576
23,41.40000000000002,2666.8167963914166,-153048.15266956633,-75628.60875445238,875.8816357298404,77419.54391511396,-5.195189039167911,1.0354837874445695,5.195189039167911
24,43.20000000000002,2593.2678961058555,-163964.97939145053,-81110.90541914008,850.0993429354805,82854.07397231045,-5.226147252386755,1.0478614856984116,5.226147252386755
25,45.00000000000002,2519.2459842650424,-174925.03560878866,-86615.11900158368,824.4483786437406,88309.91660720498,-5.236480249999998,1.0520091890361434,5.236480249999998
26,46.80000000000002,2445.042115805205,-185885.0670849498,-92119.52816386054,799.031358576467,93765.53892108928,-5.226147252386754,1.0478614856984114,5.226147252386754
27,48.60000000000002,2370.9502152270725,-196801.81948477408,-97602.40823928117,773.947209015335,99199.41124549291,-5.195189039167909,1.0354837874445693,5.195189039167909
28,50.40000000000002,2297.265899645383,-207632.20908122015,-103042.11698988592,749.2907981970809,104590.09209133423,-5.143727788267572,1.0150712979701586,5.143727788267572
29,52.20000000000003,2224.28526149565,-218333.49279176845,-108417.18007863847,725.1526270041329,109916.31271312998,-5.0719665937326415,0.9869459344280216,5.0719665937326415
30,54.000000000000036,2152.3036165016674,-228863.43687345315,-113706.37591804814,701.6185791448046,115157.060955405,-4.980188664213371,0.9515512506024943,4.980188664213371
31,55.80000000000003,2081.6142231606646,-239180.4836106405,-118888.81955879796,678.7697301160653,120291.66405184256,-4.868756205268227,0.9094454418012659,4.868756205268227
32,57.60000000000003,2012.5069806146494,-249243.91533754615,-123944.04528515087,656.682213370248,125299.87005239527,-4.738108989904019,0.8612925417819217,4.738108989904019
33,59.400000000000034,1945.2671123298205,-259014.01514796395,-128852.08758845627,635.4271412784219,130161.92755950768,-4.588762622992755,0.807851950542916,4.588762622992755
