,angle,freq_sum,freq_diff,freq5232,freq3212,freq1212,freq1232,freq3252,acs,csa,acs_anti
30,168.7500000000001,-16641.68325802281,0.0,-5849.883822468291,-4589.039981781601,-3328.2663963497366,-2067.563066172697,-806.9299912504837,-3.988575283586189,-3.2926711325087146,3.988575283586189
31,174.37500000000014,907.4306746846778,0.0,-2167.9286186787426,-993.231318193457,181.47605861438205,1356.1935117447747,2530.9210411977206,-5.859351504207251,-4.236062532058877,5.859351504207251
32,180.0000000000001,17089.351746172382,0.0,1164.1176938903554,2290.893033399981,3417.7693610720416,4544.746676906538,5671.824980903466,-7.832787686281803,-5.118185631368606,7.832787686281803
33,185.6250000000001,31282.218280281384,0.0,4018.223834950254,5137.134435458604,6256.244346011615,7375.553566609287,8495.06209725162,-9.83304578404848,-5.888168673608954,9.83304578404848
34,191.25000000000014,42940.6064660571,0.0,6284.722220170583,7436.120431636552,8587.81996815697,9739.82082973184,10892.123016361156,-11.78325700056777,-6.502387212889222,11.78325700056777
35,196.87500000000014,51616.4906751494,0.0,7876.521276203777,9099.50680256439,10322.895231977442,11546.686564442933,12770.880799960858,-13.608475812479899,-6.9282771918997135,13.608475812479899
36,202.50000000000017,56976.46088241614,0.0,8732.45099825744,10063.371896042698,11394.79248515559,12726.712765596121,14059.13273736429,-15.238560084437577,-7.146950436607419,15.238560084437577
37,208.12500000000017,58814.53552676277,0.0,8819.613383690063,10290.672894276342,11762.319755107588,13234.5539661838,14707.375527504977,-16.610866592031257,-7.154304387768831,16.610866592031257
38,213.75000000000014,57060.07740585322,0.0,8134.64746075466,9772.669656540633,11411.353666748624,13050.699491378635,14690.707130430665,-17.672658365772477,-6.960524982236796,17.672658365772477
39,219.37500000000017,51780.508380161715,0.0,6703.860179861377,8529.261372921263,10355.382121006747,12182.222424117825,14009.782282254502,-18.383131343256053,-6.588101472030047,18.383131343256053
40,225.00000000000017,43178.718538064146,0.0,4582.2178737515815,6608.222973721729,8634.985890652353,10662.506624543452,12690.785175395027,-18.714982446395112,-6.0686721031887245,18.714982446395112
41,230.6250000000002,31585.269363560532,0.0,1851.236675548173,4083.370467759048,6316.279066341015,8549.962471294073,10784.420682618222,-18.655458823400274,-5.439170515880863,18.655458823400274
42,236.25000000000017,17445.690516245904,0.0,-1384.1474529231762,1051.7255163390944,3488.3682944252732,5925.780881335359,8363.963277069353,-18.20684793372201,-4.737822532467016,18.20684793372201
43,241.87500000000014,1303.3583901255652,0.0,-4999.609202559159,-2370.2119883986325,259.92845189350356,2890.812118317249,5522.439010872604,-17.386389642266742,-4.000540545932175,17.386389642266742
44,247.5000000000001,-16221.385583439162,0.0,-8856.21034613533,-6050.940260389226,-3244.973645665477,-438.3105019640843,2369.049170714952,-16.225613701056815,-3.2581793505278633,16.225613701056815
45,253.12500000000009,-34455.07440959865,0.0,-12805.738761076997,-9849.00895352176,-6891.647013943126,-3933.652942341096,-975.0267387156692,-14.769128078542268,-2.5349665397552763,14.769128078542268
46,258.75000000000006,-52696.99662777616,0.0,-16696.404915162973,-13618.45532706618,-10539.95253226231,-7460.896530751363,-4381.287322533338,-13.072904700389778,-1.8482262312781386,13.072904700389778
47,264.37500000000006,-70246.12441611406,0.0,-20378.6767841275,-17214.414286976116,-14049.688336523775,-10884.498932770473,-7718.846075716206,-11.202128479768731,-1.2093070518859577,11.202128479768731
48,270.00000000000006,-86428.05384690576,0.0,-23711.028705019504,-20498.686594334653,-17285.97762651548,-14072.901801561979,-10859.459119474148,-9.228692297694188,-0.6254360879323599,9.228692297694188
49,275.62500000000006,-100620.92197136408,0.0,-26565.382871453425,-23345.051086677668,-20124.45184808736,-16903.585155682507,-13682.451009463106,-7.22843419992752,-0.10207891230066429,7.22843419992752
50,281.25,-112279.30473641815,0.0,-28832.033939484063,-25644.116568279318,-22456.030072179103,-19267.77445118342,-16079.349705292268,-5.278222983408233,0.35468658164055317,5.278222983408233
51,286.875,-120955.17733897365,0.0,-30423.867091190048,-27307.52671883495,-24191.11090713729,-21074.619656097067,-17958.05296571429,-3.4530041714961115,0.7362671354190541,3.4530041714961115
52,292.49999999999994,-126315.13152087836,0.0,-31279.707131021878,-28271.356265912364,-25263.01585248926,-22254.685890752568,-19246.366380702286,-1.8229198995384364,1.0305202833274594,1.8229198995384364
53,298.12499999999994,-128153.18816075385,0.0,-31366.669709643345,-28498.567803333746,-25630.551764587457,-22762.62159340448,-19894.777289784815,-0.45061339194475064,1.22183711099348,0.45061339194475064
54,303.74999999999994,-126398.71279728168,0.0,-30681.42427408323,-27980.43480997212,-25279.59395265867,-22578.901702142884,-19878.358058424765,0.6111783817964792,1.292396874949776,-0.6111783817964792
55,309.37499999999994,-121119.12991595984,0.0,-29250.320328014997,-26736.87623003098,-24223.629057619466,-21710.57881078046,-19197.725489513956,1.3216513592800636,1.224445584901011,-1.3216513592800636
56,314.9999999999999,-112517.33171455839,0.0,-27128.372413582314,-24815.689875066368,-22503.23683973105,-20191.01330757636,-17879.019278602304,1.653502462419145,1.0032683514158245,-1.653502462419145
57,320.6249999999999,-100923.88094970564,0.0,-24397.143190004917,-22290.71427881933,-20184.530778787434,-18078.59268990923,-15972.90001218472,1.59397883942433,0.6203926307166243,-1.59397883942433
58,326.2499999999999,-86784.30752311276,0.0,-21161.60637872329,-19258.9898419757,-17356.617404925335,-15454.489067572182,-13552.604829916252,1.1453679497460791,0.07649769264183524,-1.1453679497460791
59,331.8749999999999,-70641.98700352942,0.0,-17546.11053341455,-15837.028557610214,-14128.171991255878,-12419.540834351548,-10711.135086897215,0.3249096582908414,-0.6164748686610044,-0.3249096582908414
60,337.49999999999983,-53117.25905532684,0.0,-13689.599072060235,-12156.335832020535,-10623.2622015231,-9090.37818056793,-7557.683769155028,-0.8358662829190716,-1.4344159672660077,0.8358662829190716
61,343.12499999999983,-34883.588233638584,0.0,-9740.270463929748,-8358.356599700288,-6976.580191099272,-5594.941238126701,-4213.439740782576,-2.2923519054336063,-2.3415916545431994,2.2923519054336063
62,348.7499999999998,-16641.683258023848,0.0,-5849.883822468513,-4589.039981781816,-3328.266396349944,-2067.563066172897,-806.9299912506765,-3.9885752835860817,-3.2926711325086564,3.9885752835860817
63,354.3749999999998,907.4306746836273,0.0,-2167.9286186789636,-993.2313181936726,181.47605861417196,1356.19351174457,2530.9210411975214,-5.859351504207125,-4.236062532058815,5.859351504207125
64,359.9999999999997,17089.35174617137,0.0,1164.1176938901472,2290.893033399776,3417.7693610718393,4544.746676906338,5671.8249809032695,-7.832787686281662,-5.118185631368547,7.832787686281662
