,angle,freq_sum,freq_diff,freq5232,freq3212,freq1212,freq1232,freq3252,acs,csa,acs_anti
50,281.25,-55735.95666185831,0.0,-16253.968618225914,-13703.406708063265,-11150.018065136139,-8593.802689444537,-6034.760580988461,-24.3160359213849,1.0113490343115998,24.3160359213849
51,286.875,-53162.5852666216,0.0,-11365.35729002181,-11002.192367132571,-10635.772248783825,-10266.096934975572,-9893.166425707816,-25.437456515406872,1.8594548851422878,25.437456515406872
52,292.49999999999994,-48685.70050748549,0.0,-5981.722024238549,-7862.865931314818,-9740.574969944091,-11614.849140126373,-13485.688441861654,-25.28032028292587,2.50078024285962,25.28032028292587
53,298.12499999999994,-42477.35410690143,0.0,-310.05763085791017,-4406.117937873744,-8498.824533134934,-12588.177416641473,-16674.176588393366,-23.850665881233116,2.8125990433543486,23.850665881233116
54,303.74999999999994,-34776.08998143323,0.0,5431.637639618351,-764.8317831950965,-6958.259601147595,-13148.645814239144,-19335.990422469746,-21.203434127226235,2.708928236535387,21.203434127226235
55,309.37499999999994,-25877.78312409955,0.0,11022.7456401884,2921.0293833104474,-5178.121749193707,-13274.707757324066,-21368.728641080623,-17.440356652627038,2.1550979002457784,17.440356652627038
56,314.9999999999999,-16124.2815144577,0.0,16248.501690005927,6509.80601772152,-3226.872978727214,-12961.535299340274,-22694.18094411766,-12.706046414426222,1.1749682968473838,12.706046414426222
57,320.6249999999999,-5890.285681049605,0.0,20908.232870359123,9863.588204685142,-1179.556798599379,-12221.202139494444,-23261.34781800005,-7.182440300046068,-0.1503793688553114,7.182440300046068
58,326.2499999999999,4431.0323981955335,0.0,24823.046943010533,12853.514733745655,885.0945020599404,-11082.213752046606,-23048.410028573988,-1.0818073947881972,-1.692368451946025,1.0818073947881972
59,331.8749999999999,14443.121206050186,0.0,27842.67988564523,15364.721698671716,2887.6938764541205,-9588.40358100756,-22063.570673713322,5.361408400072664,-3.291688633139219,-5.361408400072664
60,337.49999999999983,23761.275092353244,0.0,29851.243037359367,17300.75097535751,4751.256965913153,-7797.238990973712,-20344.736895303082,11.899597914937075,-4.779650217789457,-11.899597914937075
61,343.12499999999983,32027.410180758714,0.0,30771.653168542973,18587.25002732755,6404.16446113194,-5777.603530043872,-17958.053946199878,18.28150219340771,-6.0009913863855235,-18.28150219340771
62,348.7499999999998,38923.824181591284,0.0,30568.578802596756,19174.82192705602,7782.91494391677,-3607.142146820992,-14995.349345157267,24.2618682330761,-6.834776654296213,-24.2618682330761
63,354.3749999999998,44185.41150394807,0.0,29249.791991255857,19040.917180493638,8834.562335260522,-1369.272544443505,-11570.587458618436,29.610873920865703,-7.210310188144144,-29.610873920865703
64,359.9999999999997,47609.863335021044,0.0,26865.874508009823,18190.69563830348,9518.744717800673,850.0217465014032,-7815.47327559433,34.12295996795173,-7.1157373179550385,-34.12295996795173
