,angle,freq_sum,freq_diff,freq_1D,freq_2D,freq_3D,acs,csa,acs_anti
0,0.0,49630.204214912636,21719.734324762976,27423.92870427379,16502.081131128034,5704.194379510812,-0.7478051174561213,-2.8032616677301068,0.7478051174561213
1,1.8000000000000003,49809.097796172064,20369.428819659333,26805.706028463625,16567.114558904148,6436.277208804292,-0.807414690789308,-2.627153759210336,0.807414690789308
2,3.6000000000000005,49985.98679229858,19020.920722935865,26187.744150250383,16631.419214733683,7166.823427314516,-0.8588901593654623,-2.4504286717102706,0.8588901593654623
3,5.4,50160.173130423296,17679.531855686124,25572.48185177234,16694.741282564744,7892.949996086214,-0.9020283730270187,-2.2738460031417844,0.9020283730270187
4,7.200000000000001,50330.9694360157,16350.555885340385,24962.34726928075,16756.830782794583,8611.791383940366,-0.9366590849526296,-2.09819344786717,0.9366590849526296
5,9.0,50497.70174470054,15039.237436842763,24359.748310757335,16817.442560028638,9320.510873914573,-0.9626456235435927,-1.924282256007983,0.9626456235435927
6,10.8,50659.7121606584,13750.751398235407,23767.06315322978,16876.33725243425,10016.311754994374,-0.9798854318042093,-1.7529421704120214,0.9798854318042093
7,12.6,50816.3614511406,12490.18250226244,23186.630857284363,16933.282238834312,10696.448355021923,-0.9883104720873943,-1.5850158906153164,0.9883104720873943
8,14.399999999999999,50967.031566889265,11262.505264504342,22620.742135814413,16988.05255976478,11358.236871310071,-0.987887494608184,-1.4213531213113102,0.987887494608184
9,16.199999999999996,51111.12807855257,10072.564357135083,22071.630313437083,17040.431808813482,11999.065956302,-0.9786181686654493,-1.262804270225336,0.9786181686654493
10,17.999999999999996,51248.08251952271,8925.05549566468,21541.4625122602,17090.212990666983,12616.407016595522,-0.9605390760539343,-1.1102138667692245,0.9605390760539343
11,19.799999999999997,51377.35462599971,7824.50691399692,21032.33109879022,17137.1993424162,13207.824184793299,-0.9337215666926244,-0.964413778312533,0.9337215666926244
12,21.599999999999994,51498.4344654943,6775.261500802706,20546.24542574335,17181.205114810306,13770.983924940643,-0.8982714770392142,-0.8262163052631828,0.8982714770392142
13,23.399999999999995,51610.844445427436,5781.459667594421,20085.12390136036,17222.056310301137,14303.664233765938,-0.8543287124019602,-0.6964072393278726,0.8543287124019602
14,25.199999999999992,51714.14119396065,4847.023015995512,19650.78641753461,17259.591374886935,14803.7634015391,-0.8020666947973462,-0.5757389712665062,0.8020666947973462
15,26.999999999999993,51807.91730569766,3975.638868543303,19244.947166648606,17293.661840943747,15269.308298105303,-0.7416916785326132,-0.4649237351288217,0.7416916785326132
16,28.799999999999997,51891.80294543197,3170.7457239555843,18869.207875481447,17324.13291842466,15698.462151525862,-0.6734419362142361,-0.3646270753492712,0.6734419362142361
17,30.599999999999998,51965.467303676116,2435.5196941450304,18525.051482905223,17350.884032010697,16089.531788760192,-0.597586818394805,-0.27546162118137174,0.597586818394805
18,32.400000000000006,52028.61989829162,1772.8619763947572,18213.836286337464,17373.809302011447,16440.974309942707,-0.5144256905694459,-0.1979812497988312,0.5144256905694459
19,34.2,52081.01171714497,1185.387410028823,17936.790580067845,17392.817967038107,16751.403170039022,-0.42428675171698016,-0.1326757150207661,0.42428675171698016
20,36.00000000000001,52122.43619733882,675.4141626388082,17695.00780663643,17407.83474670477,17019.59364399762,-0.3275257390484939,-0.07996581309423603,0.3275257390484939
21,37.80000000000001,52152.73003720925,244.9545864786487,17489.442240416167,17418.800142855565,17244.48765393752,-0.22452452407508922,-0.04019915036908804,0.22452452407508922
22,39.60000000000001,52171.773837935216,-104.29271896768478,17320.905220451947,17425.67067806364,17425.19793941963,-0.11568960553548607,-0.013646570124372096,0.11568960553548607
23,41.40000000000002,52179.492572273215,-370.9496069897068,17190.06194744042,17428.41907040267,17561.011554430126,-0.0014505051312156785,-0.0004992873643104227,0.0014505051312156785
24,43.20000000000002,52175.85587860629,-553.9638198399698,17097.428857507763,17427.0343437508,17651.392677347732,0.11774192759930643,-0.0008667712203376685,-0.11774192759930643
25,45.00000000000002,52160.878179179446,-652.6131396984201,17043.371583165357,17421.521873150305,17695.984722863777,0.24141729457793543,-0.014775404811094583,-0.24141729457793543
26,46.80000000000002,52134.61862207948,-666.5082380582608,17028.103509504843,17411.903365011534,17694.611747563104,0.36908750563310844,-0.04216794217081702,-0.36908750563310844
27,48.60000000000002,52097.1808472062,-595.5942123020359,17051.68493134349,17398.216772217173,17647.279143645526,0.5002487047687608,-0.0829037713118707,-0.5002487047687608
28,50.40000000000002,52048.712577167345,-440.15080340239365,17114.022814657725,17380.51614444951,17554.17361806012,0.6343832586537567,-0.13675998179754373,-0.6343832586537567
29,52.20000000000003,51989.4050347139,-200.79129387244757,17214.87116325581,17358.871414329828,17415.66245712826,0.7709617994841602,-0.2034332245272099,-0.7709617994841602
30,54.000000000000036,51919.49218900731,121.53990971611347,17353.83198925046,17333.3681202225,17232.292079534345,0.9094453141561138,-0.282542340938018,-0.9094453141561138
31,55.80000000000003,51839.24983367925,525.5710001515035,17530.35688350695,17304.107066816847,17004.785883355446,1.0492872715043084,-0.37363172866301536,-1.0492872715043084
32,57.60000000000003,51748.99450029938,1009.707784301012,17743.749179872615,17271.203924855155,16734.041395571603,1.1899357792108014,-0.4761754010076107,-1.1899357792108014
33,59.400000000000034,51649.08221150936,1572.0399694114167,17993.16670464782,17234.78877162514,16421.126735236405,1.3308357618718685,-0.5895816885595041,-1.3308357618718685
34,61.20000000000004,51539.90707870711,2210.3486962643437,18277.625100446854,17195.005574077742,16067.27640418251,1.4714311516270246,-0.7131985229668354,-1.4714311516270246
