,angle,freq_sum,freq_diff,freq_3212,freq_1212,freq_1232,acs,csa,acs_anti
0,0.0,9252.954286781754,1666.666666666666,3917.6513291651636,3084.318295118094,2250.9846624984975,0.0,0.0,-0.0
1,5.625,9863.307291089934,1633.345991709592,4104.442057869004,3287.769167061517,2471.096066159412,-0.6546020321972845,-0.0018755555228430712,0.6546020321972845
2,11.25,10553.735081709307,1537.2896162185034,4286.556651377809,3517.911395172191,2749.267035159306,-1.284048075402276,-0.004056945944295679,1.284048075402276
3,16.875,11297.704879917936,1382.1894293691066,4456.99676663304,3765.9007760209624,3074.8073372639337,-1.8641488711720147,-0.00621207434704508,1.8641488711720147
4,22.5,12066.626304794521,1174.0063349176062,4609.212686525784,4022.2072666605586,3435.206351608178,-2.3726114712493453,-0.008012841968060293,2.3726114712493453
5,28.125,12830.950091430368,920.7411023294644,4737.354991261391,4276.981211237051,3816.6138889319263,-2.789895943062404,-0.009185098261040888,2.789895943062404
6,33.75,13561.30365957599,632.1268392927486,4836.4993250432435,4520.431848782252,4204.372485750495,-3.0999662783752457,-0.009550377831910324,3.0999662783752457
7,39.375,14229.619892395342,319.2549132252461,4902.835623955948,4743.203557708694,4583.580710730702,-3.2909066480912443,-0.009053070177271291,3.2909066480912443
8,45.0,14810.215745932433,-5.851296413524324,4933.814535006438,4936.735379506032,4939.665831419962,-3.355379320882806,-0.007768885879437465,3.355379320882806
9,50.62499999999999,15280.77923803416,-330.69843261867936,4928.245399457191,5093.590006501098,5258.94383207587,-3.2909066480912443,-0.00589333035659439,3.2909066480912443
10,56.25,15623.226886697674,-642.803229041785,4886.342033008467,5207.739591638953,5529.145262050252,-3.0999662783752466,-0.0037119399351417835,3.0999662783752466
11,61.87499999999999,15824.398646756501,-930.1721699213012,4809.714539894255,5274.797397046689,5739.886709815556,-2.7898959430624055,-0.0015568115323923866,2.7898959430624055
12,67.5,15876.56363908921,-1181.7623185743614,4701.307470765308,5292.186378984233,5883.069789339669,-2.3726114712493453,0.00024395608862282892,2.3726114712493453
13,73.12500000000001,15777.717238061707,-1387.9056165777256,4565.286695849709,5259.238229784564,5953.192312427434,-1.8641488711720147,0.001416212381603425,1.8641488711720147
14,78.75000000000001,15531.658101198573,-1540.6803594280973,4406.879336134798,5177.219069500879,5947.559695562895,-1.2840480754022752,0.0017814919524728626,1.2840480754022752
15,84.37500000000003,15147.842181937112,-1634.2155825808295,4232.17290038749,5049.280798581303,5866.388482968319,-0.6546020321972825,0.0012841842978338262,0.6546020321972825
16,90.00000000000001,14641.019336732898,-1664.916666666666,4047.8813451847273,4880.339979696777,5712.798011851393,2.6741777075857196e-15,-6.114699034435726e-18,-2.6741777075857196e-15
17,95.62500000000003,14030.666492401182,-1631.6034939316824,3861.0870482000864,4676.888902069327,5492.690542131769,0.6546020321972879,-0.0018755555228430814,-0.6546020321972879
18,101.25000000000004,13340.239157356238,-1535.5558440022805,3678.9686125669286,4446.746088220101,5214.524456569209,1.28404807540228,-0.004056945944295694,-1.28404807540228
19,106.87500000000004,12596.270040962927,-1380.4642776664937,3508.5249662723977,4198.755830751637,4888.989243938891,1.8641488711720196,-0.0062120743470450955,-1.8641488711720196
20,112.50000000000006,11827.349420342342,-1172.288386285477,3356.3063639941274,3942.4483060686102,4528.594750279604,2.372611471249348,-0.008012841968060304,-2.372611471249348
21,118.12500000000007,11063.026437962493,-919.0278427225057,3228.162633895651,3687.6733274486865,4147.190476618157,2.789895943062408,-0.009185098261040896,-2.789895943062408
22,123.75000000000006,10332.673551632188,-630.4150408040732,3129.018348772161,3444.221813283792,3759.4333895762343,3.0999662783752484,-0.009550377831910324,-3.0999662783752484
23,129.37500000000009,9664.357774387265,-317.54112550595164,3062.6835651312567,3221.4495186187996,3380.2246906372084,3.2909066480912452,-0.009053070177271279,-3.2909066480912452
24,135.00000000000009,9083.76208082664,7.5702208700104165,3031.7074052796083,3027.9174911374344,3024.137184409598,3.355379320882806,-0.007768885879437443,-3.355379320882806
25,140.62500000000009,8613.198428748452,332.42485929725626,3037.280109109656,2871.063069826396,2704.8552498124,3.290906648091242,-0.0058933303565943595,-3.290906648091242
26,146.25000000000009,8270.750324510507,644.5383812820482,3079.187317682732,2756.9140704270917,2434.648936400684,3.0999662783752417,-0.00371193993514175,-3.0999662783752417
27,151.87500000000009,8069.5778826363685,931.9159426751758,3155.818341836247,2689.8571416390505,2223.902399161071,2.7898959430623984,-0.0015568115323923506,-2.7898959430623984
28,157.50000000000009,8017.41208604766,1183.513294398721,3264.2280933507213,2672.4691937449384,2080.7147989520004,2.372611471249337,0.00024395608862285624,-2.372611471249337
29,163.1250000000001,8116.257682819162,1389.6612814272546,3400.2502936291894,2705.418376988038,2010.5890122019348,1.8641488711720053,0.0014162123816034383,-1.8641488711720053
30,168.7500000000001,8362.316137866983,1542.4374853959089,3558.6576046857376,2787.438413891416,2016.2201192898287,1.2840480754022643,0.0017814919524728615,-1.2840480754022643
31,174.37500000000014,8746.131601554016,1635.970719318022,3733.362525161247,2915.377270549545,2097.391805843225,0.6546020321972713,0.00128418429783381,-0.6546020321972713
32,180.0000000000001,9252.954286781767,1666.666666666667,3917.651329165168,3084.318295118098,2250.984662498501,-1.4079046604531982e-14,-3.4645216986574925e-17,1.4079046604531982e-14
33,185.6250000000001,9863.307291089948,1633.3459917095906,4104.442057869009,3287.769167061522,2471.096066159418,-0.654602032197299,-0.0018755555228431183,0.654602032197299
